"Duration..in.seconds."	"ResponseId"	"age"	"sex"	"sex_3_TEXT"	"eth"	"eth_9_TEXT"	"rel"	"rel_8_TEXT"	"conLib_1"	"conLib_2"	"sdo_1"	"sdo_2"	"sdo_3"	"sdo_4"	"sdo_5"	"sdo_6"	"sdo_7"	"sdo_8"	"rwa_1"	"rwa_2"	"rwa_3"	"rwa_4"	"rwa_5"	"rwa_6"	"rwa_7"	"rwa_8"	"rwa_9"	"pols_1"	"pols_2"	"pols_3"	"pols_4"	"pols_5"	"beth_1"	"beth_2"	"beth_3"	"beth_4"	"bethSym1_4"	"stanley_1"	"stanley_2"	"stanley_3"	"stanley_4"	"stanleySym1_1"	"tina_1"	"tina_2"	"tina_3"	"tina_4"	"tinaSym1_1"	"speaker_1"	"speaker_2"	"speaker_3"	"speaker_4"	"speakerSym1_1"	"bethCheck"	"bethSRel"	"bethSwitch_1"	"bethSwitch_2"	"bethSwitch_3"	"bethSwitch_4"	"bethSym2_1"	"stanleyCheck"	"stanleySRel"	"stanleySwitch_1"	"stanleySwitch_2"	"stanleySwitch_3"	"stanleySwitch_4"	"stanleySym2_1"	"tinaCheck"	"tinaSRel"	"tinaSwitch_1"	"tinaSwitch_2"	"tinaSwitch_3"	"tinaSwitch_4"	"tinaSym2_1"	"speakerCheck"	"speakerSRel"	"speakerSwitch_1"	"speakerSwitch_2"	"speakerSwitch_3"	"speakerSwitch_4"	"speakerSym2_1"	"box"	"leftFirst"	"order"	"mTurkCode"	"team"	"id"	"sdo"	"sdo_level"	"SDO"	"lsdo"	"slsdo"	"apc_1"	"apc_2"	"frs_1"	"frs_2"	"frs_3"	"rwa"	"apc"	"bethAtt"	"tinaAtt"	"stanleyAtt"	"speakerAtt"	"totalAtt"	"beth"	"bethSwitch"	"tina"	"tinaSwitch"	"speaker"	"speakerSwitch"	"stanley"	"stanleySwitch"	"liked2"	"liked2_2"	"sdo_level2"	"message"	"sdo_level2c"	"bethDiff"	"tinaDiff"	"stanDiff"	"speaDiff"
"671"	"R_ZKc6oZQI6yON0TD"	54	"Male"	""	"Caucasian"	""	"Christianity"	""	"50"	"37"	5	6	5	7	6	5	7	7	2	5	5	2	"7 Strongly agree"	"6 Agree"	"7 Strongly agree"	"7 Strongly agree"	"1 Strongly disagree"	-80	100	100	-100	-100	4	7	6	7	"100"	2	6	6	2	"0"	7	7	3	4	"100"	5	7	3	5	"100"	"Democrats"	"&nbsp;"	4	6	5	6	"-19"	"Hillary Clinton"	"Not at all"	3	4	5	2	"0"	"People are too sensitive about race and gender"	"&nbsp;"	4	3	4	3	"-43"	"Opposition to multiculturalism"	"Not at all"	4	6	6	6	"-41"	""	"0"	"9"	"5850464"	"reps"	26	6	"high"	3.36875	1.79175946922805	0.992962841519277	6	3	6	6	0	3.5	4.5	1	1	1	1	4	6	5.25	5.25	3.5	5	5.5	4	3.5	1	3.36875	"high"	-1	1	-0.75	-1.75	-0.5	0.5
"421"	"R_2rOdNfhIGmhl96Q"	50	"Female"	""	"Caucasian"	""	"Christianity"	""	"6"	"-4"	3	3	5	5	3	3	5	5	3	5	3	4	"6 Agree"	"2 Disagree"	"6 Agree"	"6 Agree"	"4 Neutral"	0	1	-63	-100	-100	5	4	4	7	"0"	6	7	5	7	"0"	3	3	1	2	"0"	5	3	3	5	"0"	"Republicans"	"Not at all"	4	4	5	6	"0"	"Donald Trump"	"Not at all"	6	7	4	7	"0"	"People are too insensitive about race and gender"	"Not at all"	5	4	1	2	"0"	"Support of multiculturalism"	"Not at all"	4	3	3	3	"0"	""	"1"	"20"	"2673892"	"reps"	27	4	"high"	1.36875	1.38629436111989	0.587497733411112	5	7	5	5	3	3.75	6	1	1	1	1	4	5	4.75	2.25	3	4	3.25	6.25	6	-1	-1.36875	"high"	1	1	-0.25	0.75	-0.25	-0.75
"154"	"R_RJPkAdws65GYo5r"	22	"Male"	""	"African American"	""	"Christianity"	""	"26"	"14"	4	4	4	5	2	4	4	5	5	4	2	5	"3 Slightly disagree"	"5 Slightly agree"	"4 Neutral"	"5 Slightly agree"	"4 Neutral"	10	41	34	-15	71	4	3	4	5	"-44"	2	3	4	4	"49"	4	3	4	5	"27"	0	2	3	4	"49"	"Democrats"	""	3	4	4	2	"19"	"Bernie Sanders"	"&nbsp;"	4	4	5	5	"49"	"People are too insensitive about race and gender"	"&nbsp;"	6	4	5	4	"47"	"Opposition to multiculturalism"	"&nbsp;"	0	5	4	4	"0"	""	"1"	"8"	"8353961"	"reps"	28	4	"high"	1.36875	1.38629436111989	0.587497733411112	2	4	3	4	3	4	3	0	1	0	0	1	4	3.25	4	4.75	2.25	3.25	3.25	4.5	-1	-1.36875	"high"	1	1	-0.75	0.75	1.25	1
"980"	"R_29dhwdLzZ6LLKxp"	58	"Female"	""	"Caucasian"	""	"Christianity"	""	"39"	"38"	4	1	5	3	6	6	8	6	0	7	3	5	"7 Strongly agree"	"4 Neutral"	"7 Strongly agree"	"7 Strongly agree"	"1 Strongly disagree"	-100	1	54	-100	-100	4	7	7	7	"79"	1	7	7	6	"68"	2	7	2	4	"0"	5	6	7	7	"81"	"Democrats"	"&nbsp;"	3	7	7	7	"-20"	"Hillary Clinton"	"Not at all"	1	7	7	3	"-1"	"People are too sensitive about race and gender"	"&nbsp;"	2	5	1	5	"-19"	"Opposition to multiculturalism"	"&nbsp;"	5	3	7	7	"-27"	""	"0"	"17"	"9171704"	"reps"	29	4.875	"high"	2.24375	1.58412010444981	0.785323476741032	6	5	6	6	0	3.75	5.5	1	1	1	1	4	6.25	6	3.75	3.25	6.25	5.5	5.25	4.5	1	2.24375	"high"	-1	1	-0.25	-0.5	-0.75	-0.75
"642"	"R_1LNYYQ8dyxDI5Gv"	32	"Female"	""	"Caucasian"	""	"Christianity"	""	"32"	"33"	1	1	4	3	4	1	4	4	5	7	4	3	"6 Agree"	"2 Disagree"	"5 Slightly agree"	"6 Agree"	"5 Slightly agree"	-13	-12	-21	-59	-58	3	6	3	5	"0"	6	6	6	6	"0"	6	5	3	5	"0"	4	3	6	6	"0"	"Democrats"	"Not at all"	3	5	3	5	"0"	"Hillary Clinton"	"Not at all"	6	5	5	6	"0"	"People are too sensitive about race and gender"	"Not at all"	5	5	3	5	"0"	"Opposition to multiculturalism"	"Not at all"	4	3	6	3	"0"	""	"0"	"18"	"6632462"	"reps"	30	2.75	"medium"	0.11875	1.01160091167848	0.212804283969702	5	7	4	5	4	4.75	6	1	1	1	1	4	4.25	4	4.75	4.5	4.75	4	6	5.5	1	0.11875	"high"	-1	1	-0.25	-0.25	-0.5	-0.75
"925"	"R_3EA0hJ1aNJwwPFv"	34	"Male"	""	"Caucasian"	""	"Agnostic"	""	"13"	"0"	4	0	3	3	3	0	3	2	3	7	6	5	"6 Agree"	"4 Neutral"	"7 Strongly agree"	"6 Agree"	"2 Disagree"	-45	41	-45	-44	-46	4	6	6	6	"53"	7	6	6	4	"0"	6	6	4	4	"61"	4	4	5	5	"0"	"Democrats"	"Not at all"	4	4	4	4	"0"	"Hillary Clinton"	"Not at all"	4	4	4	4	"0"	"People are too sensitive about race and gender"	"Not at all"	4	4	4	4	"0"	"Opposition to multiculturalism"	"Not at all"	2	4	4	4	"0"	""	"0"	"2"	"8060016"	"reps"	31	2.25	"medium"	-0.38125	0.810930216216329	0.0121335885075505	5	5	6	5	1	5.25	5	1	1	1	1	4	5.5	4	5	4	4.5	3.5	5.75	4	-1	-0.38125	"low"	-1	-1	-1.5	-1	-1.75	-1
"504"	"R_2410uCyEdIoJoS3"	46	"Female"	""	"Caucasian"	""	"Christianity"	""	"50"	"43"	5	4	4	4	5	5	4	4	5	8	5	5	"7 Strongly agree"	"7 Strongly agree"	"6 Agree"	"7 Strongly agree"	"3 Slightly disagree"	-96	91	100	-100	-100	7	7	7	7	"100"	7	7	7	7	"100"	7	7	2	3	"100"	5	7	7	7	"100"	"Democrats"	"Not at all"	2	7	7	7	"-36"	"Hillary Clinton"	"Not at all"	6	6	6	2	"-49"	"People are too sensitive about race and gender"	"Not at all"	7	7	1	3	"-41"	"Opposition to multiculturalism"	"Not at all"	5	6	7	7	"-42"	""	"0"	"9"	"2227752"	"reps"	32	4.375	"high"	1.74375	1.47590651980958	0.6771098921008	6	2	5	6	2	5.75	4	1	1	1	1	4	7	5.75	4.75	4.5	6.5	6.25	7	5	1	1.74375	"high"	-1	1	-1.25	-0.25	-2	-0.25
"945"	"R_3P6nCYorSQwC1oi"	39	"Male"	""	"Caucasian"	""	"Christianity"	""	"18"	"-40"	0	0	2	2	0	0	2	2	4	6	5	1	"2 Disagree"	"6 Agree"	"7 Strongly agree"	"2 Disagree"	"7 Strongly agree"	20	-100	-90	25	80	3	6	2	6	"20"	1	1	2	2	"-100"	5	6	2	6	"25"	0	1	1	2	"-100"	"Democrats"	"&nbsp;"	2	6	2	6	"20"	"Hillary Clinton"	"&nbsp;"	1	2	2	3	"-100"	"People are too sensitive about race and gender"	"&nbsp;"	5	6	2	5	"80"	"Opposition to multiculturalism"	"&nbsp;"	4	2	1	3	"80"	""	"0"	"6"	"651184"	"reps"	33	1	"low"	-1.63125	0	-0.798796627708778	1	3	6	1	6	4	2	1	1	1	1	4	4.25	4	4.75	4.5	1	2.5	1.5	2	-1	-1.63125	"low"	-1	-1	-0.25	-0.25	0.5	1.5
"1011"	"R_2UVJnpB5mTdE4uX"	57	"Male"	""	"Caucasian"	""	"Atheist"	""	"50"	"41"	0	0	2	2	0	0	2	2	5	7	5	3	"7 Strongly agree"	"1 Strongly disagree"	"7 Strongly agree"	"7 Strongly agree"	"7 Strongly agree"	-99	-98	26	-100	-100	7	7	7	7	"100"	7	7	7	7	"0"	3	3	1	5	"99"	5	6	1	7	"100"	"Democrats"	"Not at all"	7	7	7	7	"0"	"Hillary Clinton"	"Not at all"	7	7	7	7	"-4"	"People are too sensitive about race and gender"	"Not at all"	3	7	1	5	"-3"	"Opposition to multiculturalism"	"Not at all"	5	2	7	7	"0"	""	"0"	"2"	"4815298"	"reps"	34	1	"low"	-1.63125	0	-0.798796627708778	6	8	6	6	6	5	7	1	1	1	1	4	7	7	3	4	4.75	5.25	7	7	-1	-1.63125	"low"	-1	-1	0	1	0	0.5
"912"	"R_3Rgr6kUnrfx5QZv"	34	"Female"	""	"Caucasian"	""	"Other"	"pagan"	"26"	"28"	2	1	2	4	3	3	4	4	3	8	3	4	"6 Agree"	"2 Disagree"	"7 Strongly agree"	"5 Slightly agree"	"3 Slightly disagree"	-100	21	100	-100	-88	3	7	7	7	"100"	7	7	5	6	"0"	5	6	3	4	"23"	2	4	6	5	"19"	"Democrats"	"To some extent"	3	3	4	3	"-100"	"Hillary Clinton"	"Not at all"	6	7	5	4	"0"	"People are too sensitive about race and gender"	"To some extent"	3	4	1	2	"0"	"Opposition to multiculturalism"	"To some extent"	2	4	6	5	"0"	""	"0"	"1"	"6323975"	"reps"	35	2.875	"medium"	0.24375	1.05605267424931	0.257256046540535	5	7	6	4	2	4.5	6	1	1	1	1	4	6	3.25	4.5	2.5	4.25	4.25	6.25	5.5	1	0.24375	"high"	-1	1	-2.75	-2	-0.75	0
"994"	"R_30e57rg6Ks8MVVW"	61	"Female"	""	"Caucasian"	""	"Christianity"	""	"43"	"43"	1	1	3	3	1	1	3	3	5	7	5	5	"6 Agree"	"6 Agree"	"6 Agree"	"6 Agree"	"6 Agree"	0	0	-81	-83	-48	2	4	2	4	"-82"	6	5	5	2	"0"	4	6	2	3	"0"	2	2	2	6	"0"	"Republicans"	"&nbsp;"	2	4	2	4	"0"	"Donald Trump"	"&nbsp;"	6	4	5	2	"-2"	"People are too insensitive about race and gender"	"&nbsp;"	5	4	1	4	"0"	"Support of multiculturalism"	"&nbsp;"	2	2	4	5	"0"	""	"1"	"2"	"8307812"	"reps"	36	2	"medium"	-0.63125	0.693147180559945	-0.105649447148833	5	3	5	5	5	5.5	4	1	1	1	1	4	3	3	3.75	3.5	3	3.25	4.5	4.25	1	0.63125	"low"	1	-1	0	-0.25	-0.25	0.25
"767"	"R_2OTpJmsUdxwcfpA"	43	"Male"	""	"Asian"	""	"Christianity"	""	"50"	"50"	5	5	5	3	3	5	3	4	5	3	5	5	"6 Agree"	"6 Agree"	"6 Agree"	"5 Slightly agree"	"5 Slightly agree"	9	-15	80	-100	-22	5	6	6	5	"54"	3	5	5	3	"-58"	4	5	2	3	"19"	1	4	4	5	"13"	"Democrats"	"&nbsp;"	3	3	4	3	"-41"	"Donald Trump"	"To a large extent"	3	4	5	4	"-44"	"People are too sensitive about race and gender"	"&nbsp;"	5	5	2	4	"22"	"Support of multiculturalism"	"&nbsp;"	2	3	4	3	"29"	""	"1"	"14"	"7894007"	"reps"	37	4.125	"high"	1.49375	1.41706601978664	0.618269392077866	5	3	5	4	4	4.5	4	0	0	1	1	2	5.5	3.25	3.5	4	3.5	3	4	4	-1	-1.49375	"high"	1	1	-2.25	0.5	0	-0.5
"574"	"R_2TuXugsaDb4zDXr"	50	"Male"	""	"Caucasian"	""	"Christianity"	""	"49"	"26"	2	1	4	5	6	6	8	3	3	7	3	5	"7 Strongly agree"	"4 Neutral"	"7 Strongly agree"	"7 Strongly agree"	"1 Strongly disagree"	-100	81	87	-100	-99	2	7	7	7	"83"	6	7	7	6	"81"	2	6	1	1	"100"	5	7	7	7	"100"	"Democrats"	"Not at all"	2	7	7	7	"0"	"Hillary Clinton"	"To some extent"	2	7	7	7	"-82"	"People are too sensitive about race and gender"	"Not at all"	2	6	1	2	"-76"	"Opposition to multiculturalism"	"&nbsp;"	5	6	7	7	"-100"	""	"0"	"13"	"425590"	"reps"	38	4.375	"high"	1.74375	1.47590651980958	0.6771098921008	6	5	6	6	0	4.5	5.5	1	1	1	1	4	5.75	5.75	2.5	2.75	6.5	6.25	6.5	5.75	1	1.74375	"high"	-1	1	0	0.25	-0.75	-0.25
"830"	"R_R4he1lfjP24wiEp"	41	"Male"	""	"Caucasian"	""	"Atheist"	""	"24"	"0"	2	1	2	6	5	5	5	3	2	5	3	1	"6 Agree"	"2 Disagree"	"7 Strongly agree"	"6 Agree"	"2 Disagree"	-15	-55	-11	-91	-48	2	6	5	6	"0"	4	5	6	6	"-10"	5	6	3	2	"-42"	4	6	6	6	"-61"	"Republicans"	"&nbsp;"	2	6	6	5	"30"	"Donald Trump"	"&nbsp;"	4	5	6	6	"-10"	"People are too insensitive about race and gender"	"&nbsp;"	5	6	3	2	"17"	"Support of multiculturalism"	"Not at all"	4	6	6	6	"2"	""	"1"	"6"	"714491"	"reps"	39	3.625	"high"	0.99375	1.28785428830664	0.48905766059786	5	7	6	5	1	2.75	6	1	1	1	1	4	4.75	4.75	4	4	5.5	5.5	5.25	5.25	-1	-0.99375	"high"	1	1	0	0	0	0
"629"	"R_2VrSEsZluWv3XN6"	39	"Male"	""	"Caucasian"	""	"Christianity"	""	"50"	"50"	5	6	4	8	6	6	8	5	5	8	6	6	"7 Strongly agree"	"1 Strongly disagree"	"6 Agree"	"7 Strongly agree"	"1 Strongly disagree"	-100	90	-36	-100	-100	3	5	2	6	"-85"	4	3	5	2	"-90"	5	6	1	2	"-100"	5	7	7	7	"-50"	"Republicans"	"&nbsp;"	3	5	2	6	"95"	"Donald Trump"	"Not at all"	4	4	5	2	"95"	"People are too insensitive about race and gender"	"Not at all"	5	6	1	2	"100"	"Support of multiculturalism"	"Not at all"	5	6	7	7	"40"	"None."	"1"	"5"	"2401233"	"reps"	40	6	"high"	3.36875	1.79175946922805	0.992962841519277	6	8	5	6	0	6.25	7	1	1	1	1	4	4	4	3.5	3.5	6.5	6.25	3.5	3.75	-1	-3.36875	"high"	1	1	0	0	0.25	-0.25
"676"	"R_8rdPm2M68v6N6OB"	33	"Male"	""	"African American"	""	"Christianity"	""	"50"	"50"	5	6	4	5	6	5	5	4	4	4	5	5	"5 Slightly agree"	"7 Strongly agree"	"7 Strongly agree"	"7 Strongly agree"	"7 Strongly agree"	-70	-1	100	-100	-100	6	6	5	6	"50"	7	7	5	7	"0"	7	6	1	2	"60"	0	1	2	3	"-32"	"Democrats"	"&nbsp;"	6	6	5	6	"40"	"Donald Trump"	"&nbsp;"	7	7	5	6	"-25"	"People are too insensitive about race and gender"	"&nbsp;"	6	7	2	2	"41"	"Support of multiculturalism"	"&nbsp;"	1	2	2	3	"-40"	""	"1"	"10"	"2607129"	"reps"	41	5	"high"	2.36875	1.6094379124341	0.810641284725322	4	2	6	6	6	4.5	3	0	1	1	1	3	5.75	5.75	4	4.25	1.5	2	6.5	6.25	-1	-2.36875	"high"	1	1	0	0.25	-0.25	0.5
"1237"	"R_1obxX5TdyZJCJIt"	33	"Female"	""	"Caucasian"	""	"Christianity"	""	"2"	"1"	3	0	2	5	0	1	3	4	6	8	6	5	"5 Slightly agree"	"6 Agree"	"6 Agree"	"5 Slightly agree"	"5 Slightly agree"	1	1	-100	100	100	5	6	5	6	"0"	7	2	4	1	"-5"	7	7	1	5	"0"	5	2	4	6	"0"	"Republicans"	"Not at all"	7	7	6	6	"0"	"Donald Trump"	"Not at all"	7	4	5	1	"-6"	"People are too insensitive about race and gender"	"Not at all"	6	6	1	6	"20"	"Support of multiculturalism"	"Not at all"	5	6	4	7	"0"	""	"1"	"11"	"5634704"	"reps"	42	2.25	"medium"	-0.38125	0.810930216216329	0.0121335885075505	4	3	5	4	4	6.25	3.5	1	1	1	1	4	5.5	6.5	5	4.75	4.25	5.5	3.5	4.25	1	0.38125	"low"	1	-1	1	-0.25	0.75	1.25
"816"	"R_1QJWUJRM8PUZ9bf"	47	"Male"	""	"Caucasian"	""	"Christianity"	""	"32"	"15"	5	4	3	3	4	4	3	3	4	4	4	2	"6 Agree"	"3 Slightly disagree"	"6 Agree"	"6 Agree"	"6 Agree"	-65	-21	-40	-52	-22	2	6	6	5	"50"	2	2	2	3	"-50"	6	6	3	5	"50"	4	5	3	6	"50"	"Democrats"	"&nbsp;"	2	6	6	5	"50"	"Hillary Clinton"	"&nbsp;"	2	3	3	3	"-50"	"People are too sensitive about race and gender"	"&nbsp;"	6	6	2	3	"50"	"Opposition to multiculturalism"	"&nbsp;"	4	5	3	6	"50"	""	"0"	"22"	"9245035"	"reps"	43	3.625	"high"	0.99375	1.28785428830664	0.48905766059786	5	6	5	5	5	3.5	5.5	1	1	1	1	4	4.75	4.75	5	4.25	4.5	4.5	2.25	2.75	1	0.99375	"high"	-1	1	0	-0.75	0.5	0
"1232"	"R_3n5W68OMu2Ne9pR"	43	"Male"	""	"Caucasian"	""	"Christianity"	""	"23"	"27"	3	0	2	5	1	2	4	3	6	8	6	5	"5 Slightly agree"	"6 Agree"	"6 Agree"	"6 Agree"	"6 Agree"	0	-1	-24	53	73	6	6	5	6	"0"	7	4	6	1	"0"	7	7	1	6	"1"	4	3	4	5	"0"	"Republicans"	"Not at all"	6	6	6	6	"0"	"Donald Trump"	"Not at all"	6	6	6	1	"0"	"People are too insensitive about race and gender"	"Not at all"	7	6	1	7	"9"	"Support of multiculturalism"	"Not at all"	5	5	4	7	"0"	""	"1"	"10"	"7358171"	"reps"	44	2.5	"medium"	-0.13125	0.916290731874155	0.117494104165377	4	3	5	5	5	6.25	3.5	1	1	1	1	4	5.75	6	5.25	5.25	4	5.25	4.5	4.75	1	0.13125	"low"	1	-1	0.25	0	0.25	1.25
"360"	"R_2YsrMcSCoQdd8KI"	43	"Male"	""	"Caucasian"	""	"Christianity"	""	"44"	"8"	5	3	3	4	5	1	3	3	1	2	4	0	"7 Strongly agree"	"1 Strongly disagree"	"7 Strongly agree"	"6 Agree"	"2 Disagree"	22	-70	38	-100	-89	2	6	2	3	"-42"	2	6	2	2	"39"	2	2	2	2	"29"	4	3	6	6	"77"	"Democrats"	"To some extent"	5	6	5	6	"68"	"Bernie Sanders"	"&nbsp;"	6	6	2	6	"-52"	"People are too sensitive about race and gender"	"&nbsp;"	6	6	2	5	"74"	"Opposition to multiculturalism"	"&nbsp;"	0	2	6	6	"79"	"No."	"0"	"1"	"5779643"	"reps"	45	3.375	"high"	0.74375	1.21639532432449	0.417598696615715	6	8	6	5	1	1.75	7	1	1	0	1	3	3.25	5.5	2	4.75	4.75	3.5	3	5	1	0.74375	"high"	-1	1	2.25	2.75	2	-1.25
"938"	"R_To8DTbBJB1FRV7P"	53	"Female"	""	"Caucasian"	""	"Christianity"	""	"50"	"50"	1	1	6	3	4	5	7	3	5	7	5	5	"7 Strongly agree"	"2 Disagree"	"6 Agree"	"7 Strongly agree"	"5 Slightly agree"	-100	26	100	-100	-100	6	6	6	6	"96"	7	6	6	5	"100"	6	7	2	6	"100"	4	6	6	7	"100"	"Democrats"	"Not at all"	6	6	6	6	"-100"	"Hillary Clinton"	"Not at all"	6	6	6	5	"-100"	"People are too sensitive about race and gender"	"Not at all"	6	6	3	6	"-100"	"Opposition to multiculturalism"	"Not at all"	4	6	6	6	"-100"	"I believe that all groups should have the same opportunities to succeed, but they need to take responsibility for themselves, not expect to be given anything.  They have to work for it like everyone else."	"0"	"16"	"9356752"	"reps"	46	3.75	"high"	1.11875	1.32175583998232	0.522959212273541	6	7	5	6	4	5.5	6.5	1	1	1	1	4	6	6	5.25	5.25	5.75	5.5	6	5.75	1	1.11875	"high"	-1	1	0	0	-0.25	-0.25
"1349"	"R_3rYifhQkToQcNiZ"	61	"Male"	""	"Caucasian"	""	"Christianity"	""	"40"	"33"	1	6	2	5	4	1	4	2	2	4	2	1	"7 Strongly agree"	"1 Strongly disagree"	"7 Strongly agree"	"7 Strongly agree"	"1 Strongly disagree"	95	-85	80	-85	-36	1	7	5	7	"-83"	7	7	7	7	"-100"	7	7	6	6	"-100"	5	7	7	7	"-100"	"Republicans"	"&nbsp;"	1	7	1	7	"-63"	"Donald Trump"	"Not at all"	7	7	7	7	"31"	"People are too insensitive about race and gender"	"Not at all"	7	7	3	2	"89"	"Support of multiculturalism"	"To some extent"	5	7	7	7	"90"	""	"1"	"6"	"9343962"	"reps"	47	3.125	"medium"	0.49375	1.13943428318836	0.340637655479587	6	8	6	6	0	2.25	7	1	1	1	1	4	5	4	6.5	4.75	6.5	6.5	7	7	-1	-0.49375	"high"	1	1	-1	-1.75	0	0
"1340"	"R_3k5sfXaVFyaKISt"	41	"Male"	""	"Caucasian"	""	"Agnostic"	""	"26"	"45"	1	3	3	3	2	2	3	3	5	8	4	5	"7 Strongly agree"	"3 Slightly disagree"	"7 Strongly agree"	"7 Strongly agree"	"5 Slightly agree"	-99	0	100	-100	-100	3	2	3	3	"-58"	6	6	1	2	"-88"	6	6	1	2	"0"	4	1	2	2	"-100"	"Republicans"	"Not at all"	2	5	2	6	"0"	"Donald Trump"	"To a large extent"	7	7	7	1	"100"	"People are too sensitive about race and gender"	"Not at all"	7	6	1	2	"0"	"Support of multiculturalism"	"To some extent"	5	2	2	1	"63"	""	"1"	"1"	"1051738"	"reps"	48	2.5	"medium"	-0.13125	0.916290731874155	0.117494104165377	6	6	6	6	4	5.5	6	1	0	1	1	3	2.75	3.75	3.75	4	2.25	2.5	3.75	5.5	1	0.13125	"low"	1	-1	1	0.25	1.75	0.25
"794"	"R_VRqStaFMiwvDuDL"	49	"Female"	""	"Caucasian"	""	"Christianity"	""	"45"	"45"	1	0	2	3	3	3	5	3	3	8	5	1	"4 Neutral"	"4 Neutral"	"7 Strongly agree"	"6 Agree"	"4 Neutral"	-94	1	1	-100	-94	4	6	4	6	"0"	2	4	4	4	"0"	2	4	1	2	"0"	5	7	4	7	"0"	"Republicans"	"&nbsp;"	2	6	4	6	"0"	"Donald Trump"	"Not at all"	3	3	2	3	"0"	"People are too sensitive about race and gender"	"To some extent"	2	4	1	2	"0"	"Support of multiculturalism"	"&nbsp;"	4	7	6	7	"0"	"thanks"	"1"	"4"	"4686711"	"reps"	49	2.5	"medium"	-0.13125	0.916290731874155	0.117494104165377	3	5	6	5	3	4.25	4	1	0	1	1	3	5	4.5	2.25	2.25	5.75	6	3.5	2.75	1	0.13125	"low"	1	-1	-0.5	0	-0.75	0.25
"554"	"R_3sb0Y9NGG7v9WMk"	35	"Male"	""	"Caucasian"	""	"Christianity"	""	"50"	"-25"	5	3	5	5	5	6	7	7	2	2	2	1	"5 Slightly agree"	"3 Slightly disagree"	"7 Strongly agree"	"3 Slightly disagree"	"3 Slightly disagree"	-100	0	71	-100	-100	4	5	3	5	"0"	4	6	5	5	"19"	6	5	3	4	"0"	4	5	3	6	"0"	"Democrats"	"&nbsp;"	4	6	3	5	"0"	"Hillary Clinton"	"&nbsp;"	4	5	5	5	"0"	"People are too sensitive about race and gender"	"&nbsp;"	6	4	3	3	"0"	"Support of multiculturalism"	"&nbsp;"	3	5	3	5	"0"	""	"0"	"13"	"1709652"	"reps"	50	5.375	"high"	2.74375	1.68175857401373	0.882961946304948	4	6	6	2	2	1.75	5	1	1	1	0	3	4.25	4.5	4.5	4	4.5	4	5	4.75	1	2.74375	"high"	-1	1	0.25	-0.5	-0.25	-0.5
"708"	"R_3enoKIKrggilTon"	31	"Male"	""	"Asian"	""	"Agnostic"	""	"4"	"0"	3	3	5	6	3	3	3	3	2	5	3	3	"6 Agree"	"5 Slightly agree"	"6 Agree"	"5 Slightly agree"	"4 Neutral"	4	1	16	6	-12	3	4	4	4	"0"	5	5	5	3	"0"	6	5	4	5	"10"	2	3	3	5	"0"	"Democrats"	"Not at all"	3	4	4	4	"0"	"Donald Trump"	"&nbsp;"	5	5	5	3	"0"	"People are too sensitive about race and gender"	"To some extent"	5	5	4	5	"11"	"Support of multiculturalism"	"&nbsp;"	2	3	3	4	"0"	"I think a person should have freedom of speech, and freedom to debate, hate speech and insults, slanders on the other hands are not ok, civilized people can discuss issues based on logic, reasons, and well debaters with support documents and evident to solve an issues are much more convincing and productive than lies, slanders, rumors which waste a lot of times just to get the facts right left alone solving any problem"	"1"	"16"	"5330691"	"reps"	51	3.625	"high"	0.99375	1.28785428830664	0.48905766059786	5	4	5	4	3	3.25	4.5	0	0	1	1	2	3.75	3.75	5	4.75	3.25	3	4.5	4.5	-1	-0.99375	"high"	1	1	0	-0.25	0	-0.25
"844"	"R_1jvp1ctydg1QytX"	27	"Female"	""	"Caucasian"	""	"Christianity"	""	"28"	"33"	5	5	6	6	5	5	7	6	4	6	5	5	"6 Agree"	"4 Neutral"	"6 Agree"	"6 Agree"	"6 Agree"	51	-31	85	-98	-76	2	6	6	6	"66"	4	3	5	2	"-35"	6	6	4	5	"86"	2	5	4	6	"-82"	"Democrats"	"&nbsp;"	2	5	6	3	"28"	"Hillary Clinton"	"&nbsp;"	4	3	4	2	"-79"	"People are too insensitive about race and gender"	"&nbsp;"	5	6	2	4	"26"	"Opposition to multiculturalism"	"&nbsp;"	0	6	3	5	"80"	""	"0"	"4"	"5688713"	"reps"	52	5.625	"high"	2.99375	1.72722094809048	0.928424320381706	5	5	5	5	5	5	5	1	0	1	1	3	5	4	5.25	4.25	4.25	3.5	3.5	3.25	1	2.99375	"high"	-1	1	-1	-1	-0.25	-0.75
