"Duration..in.seconds."	"ResponseId"	"UserLanguage"	"age"	"sex"	"sex_3_TEXT"	"eth"	"eth_9_TEXT"	"rel"	"rel_8_TEXT"	"religiousity"	"soulBelief"	"conLib_1"	"conLib_2"	"sdo_1"	"sdo_2"	"sdo_3"	"sdo_4"	"sdo_5"	"sdo_6"	"sdo_7"	"sdo_8"	"AQ_1"	"AQ_2"	"AQ_3"	"AQ_4"	"AQ_5"	"AQ_6"	"AQ_7"	"AQ_8"	"AQ_9"	"AQ_10"	"riley1_1"	"riley1_2"	"riley1_3"	"casey1_1"	"casey1_2"	"casey1_3"	"rcCheck"	"riley2_1"	"riley2_2"	"riley2_3"	"casey2_1"	"casey2_2"	"casey2_3"	"rcRel"	"abortion"	"guns"	"life2"	"conscious2"	"arm2"	"finger2"	"finger"	"arm"	"conscious"	"life"	"box"	"leftFirst"	"sacrificead"	"mTurkCode"	"team"	"id"	"sdo"	"sdo_level"	"SDO"	"libCon"	"att"	"riley1"	"casey1"	"RiCa1"	"message"	"cRel"	"Rel"	"riley2"	"casey2"
"563"	"R_1KljHEJyRMH2eSf"	"EN"	60	"Male"	""	"Caucasian"	""	"Atheist"	""	"Not at all religious"	"No, probably not"	30	6	7	6	6	4	7	7	7	7	"3 Slightly Agree"	"4 Definitely Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"4 Definitely Agree"	"1 Definitely Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"2 Slightly Disagree"	3	2	2	5	4	7	"Conservative"	6	7	5	6	4	6	""	"Strongly pro choice"	"Neutral"	""	""	""	""	"infinite"	"infinite"	"infinite"	"infinite"	""	"0"	"1"	"7191621"	"reps"	34	6.375	"high"	3.75985221674877	1.8	1	2.33333333333333	5.33333333333333	2.5	1	""	5	6	5.33333333333333
"493"	"R_3G1fuv0MPBTO44i"	"EN"	45	"Male"	""	"Caucasian"	""	"Christianity"	""	"Somewhat religious"	"Yes, definitely"	15	35	3	1	2	2	2	5	2	2	"2 Slightly Disagree"	"4 Definitely Agree"	"2 Slightly Disagree"	"3 Slightly Agree"	"2 Slightly Disagree"	"3 Slightly Agree"	"2 Slightly Disagree"	"3 Slightly Agree"	"2 Slightly Disagree"	"3 Slightly Agree"	2	3	2	6	6	6	"Conservative"	2	2	2	6	6	6	"5"	"Strongly pro life"	"Pro gun"	"0"	"0"	"0"	"0"	""	""	""	""	""	"0"	"0"	"2740497"	"reps"	35	2.375	"medium"	-0.240147783251231	2.5	1	2.33333333333333	6	2.16666666666667	1	"5"	2	2	6
"465"	"R_3rNcTV7e4FfBVbC"	"EN"	34	"Female"	""	"Hispanic"	""	"Atheist"	""	"Not at all religious"	"No, definitely not"	15	11	4	5	4	7	4	5	4	2	"4 Definitely Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"1 Definitely Disagree"	"3 Slightly Agree"	"4 Definitely Agree"	"1 Definitely Disagree"	3	2	1	7	7	7	"Conservative"	2	1	1	7	7	7	"Not at all"	"Neutral"	"Strongly pro gun"	"infinite"	"infinite"	"infinite"	"infinite"	""	""	""	""	""	"0"	"0"	"5340810"	"reps"	36	4.375	"high"	1.75985221674877	1.3	1	2	7	1.5	1	"Not at all"	1	1.33333333333333	7
"420"	"R_3iDo85gLqbczjRI"	"EN"	34	"Female"	""	"Caucasian"	""	"Christianity"	""	"Somewhat religious"	"Yes, probably"	15	21	1	1	1	1	2	1	2	2	"3 Slightly Agree"	"4 Definitely Agree"	"2 Slightly Disagree"	"3 Slightly Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"2 Slightly Disagree"	"3 Slightly Agree"	"4 Definitely Agree"	"1 Definitely Disagree"	2	2	2	7	6	6	"Conservative"	1	2	2	6	7	7	"Not at all"	"Pro life"	"Strongly pro gun"	""	""	""	""	"1"	"1"	"1"	"1"	""	"0"	"1"	"9541747"	"reps"	37	1.375	"low"	-1.24014778325123	1.8	1	2	6.33333333333333	1.83333333333333	1	"Not at all"	1	1.66666666666667	6.66666666666667
"418"	"R_2rUSWgSVIW9FeDG"	"EN"	50	"Female"	""	"Caucasian"	""	"Christianity"	""	"Quite religious"	"Yes, definitely"	10	-47	2	1	1	1	1	1	1	1	"4 Definitely Agree"	"2 Slightly Disagree"	"4 Definitely Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"1 Definitely Disagree"	"1 Definitely Disagree"	"3 Slightly Agree"	"1 Definitely Disagree"	1	1	1	7	7	7	"Conservative"	1	1	1	7	7	7	"Not at all"	"Pro life"	"Anti gun"	""	""	""	""	"1"	"1"	"1"	"1"	"Thank you!"	"0"	"1"	"4572469"	"reps"	38	1.125	"low"	-1.49014778325123	-1.85	1	1	7	1	1	"Not at all"	1	1	7
"313"	"R_AyP1c9VHw3P7XTb"	"EN"	32	"Female"	""	"Hispanic"	""	"Christianity"	""	"Quite religious"	"Unsure"	0	0	5	5	2	5	5	4	4	4	"1 Definitely Disagree"	"2 Slightly Disagree"	"4 Definitely Agree"	"3 Slightly Agree"	"2 Slightly Disagree"	"4 Definitely Agree"	"2 Slightly Disagree"	"4 Definitely Agree"	"1 Definitely Disagree"	"2 Slightly Disagree"	4	4	4	4	5	3	"Conservative"	4	4	4	4	4	4	"To some extent"	"Neutral"	"Neutral"	""	""	""	""	"infinite"	"infinite"	"infinite"	"0"	""	"1"	"1"	"4056375"	"reps"	39	4.25	"high"	1.63485221674877	0	0	4	4	4	-1	"To some extent"	4	4	4
"448"	"R_1fj9EXYCD8rc1tx"	"EN"	32	"Female"	""	"African American"	""	"Christianity"	""	"Quite religious"	"Yes, definitely"	31	34	4	6	6	2	2	4	2	1	"2 Slightly Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"4 Definitely Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"2 Slightly Disagree"	"3 Slightly Agree"	6	4	4	5	3	4	"Conservative"	3	5	5	4	5	5	"To some extent"	"Strongly pro life"	"Neutral"	""	""	""	""	"infinite"	"infinite"	"infinite"	"infinite"	""	"0"	"1"	"7119850"	"reps"	40	3.375	"high"	0.759852216748769	3.25	1	4.66666666666667	4	4.33333333333333	1	"To some extent"	4	4.33333333333333	4.66666666666667
"371"	"R_2bQcIwIieNv14RC"	"EN"	32	"Female"	""	"Caucasian"	""	"Christianity"	""	"Quite religious"	"Yes, definitely"	40	50	6	2	5	2	7	4	5	2	"3 Slightly Agree"	"3 Slightly Agree"	"4 Definitely Agree"	"3 Slightly Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"1 Definitely Disagree"	"2 Slightly Disagree"	"3 Slightly Agree"	"1 Definitely Disagree"	2	2	2	7	6	6	"Conservative"	2	2	2	6	6	6	"Not at all"	"Strongly pro life"	"Strongly pro gun"	"infinite"	"infinite"	"infinite"	"infinite"	""	""	""	""	""	"0"	"0"	"8620443"	"reps"	41	4.125	"high"	1.50985221674877	4.5	1	2	6.33333333333333	1.83333333333333	1	"Not at all"	1	2	6
"400"	"R_11Z3mnnVvkWxGiW"	"EN"	20	"Male"	""	"Caucasian"	""	"Christianity"	""	"Quite religious"	"Unsure"	45	39	5	3	2	4	5	6	5	3	"2 Slightly Disagree"	"2 Slightly Disagree"	"3 Slightly Agree"	"2 Slightly Disagree"	"2 Slightly Disagree"	"4 Definitely Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"4 Definitely Agree"	"3 Slightly Agree"	4	3	4	4	3	3	"Liberal"	4	3	4	3	3	2	""	"Pro life"	"Pro gun"	"1 billion"	"1 billion"	"7 billion"	"7 billion"	""	""	""	""	""	"0"	"0"	"1019879"	"reps"	42	4.125	"high"	1.50985221674877	4.2	0	3.66666666666667	3.33333333333333	4.16666666666667	1	""	5	3.66666666666667	2.66666666666667
"349"	"R_2xK0sttxtXs5y65"	"EN"	67	"Male"	""	"Caucasian"	""	"Christianity"	""	"Somewhat religious"	"Yes, definitely"	49	50	5	5	4	3	6	6	5	3	"1 Definitely Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"2 Slightly Disagree"	"3 Slightly Agree"	"4 Definitely Agree"	"2 Slightly Disagree"	1	1	1	6	7	7	"Liberal"	2	2	2	6	6	6	"Not at all"	"Pro life"	"Pro gun"	""	""	""	""	"0"	"0"	"0"	"0"	"good study thanks"	"1"	"1"	"4460457"	"reps"	43	4.625	"high"	2.00985221674877	4.95	1	1	6.66666666666667	1.16666666666667	-1	"Not at all"	1	2	6
"593"	"R_yR6LpQEWCgr8CVb"	"EN"	36	"Female"	""	"African American"	""	"Christianity"	""	"Not at all religious"	"Yes, definitely"	15	14	1	1	1	7	1	1	7	1	"1 Definitely Disagree"	"1 Definitely Disagree"	"3 Slightly Agree"	"2 Slightly Disagree"	"1 Definitely Disagree"	"1 Definitely Disagree"	"1 Definitely Disagree"	"1 Definitely Disagree"	"1 Definitely Disagree"	"4 Definitely Agree"	1	1	7	1	1	1	"Accelerationist"	1	1	7	1	1	2	"To some extent"	"Strongly pro life"	"Neutral"	"2"	"2"	"2"	"2"	""	""	""	""	""	"0"	"0"	"5784790"	"reps"	44	2.5	"medium"	-0.115147783251231	1.45	0	3	1	5	1	"To some extent"	4	3	1.33333333333333
"281"	"R_1CyFr1FjpLKlhY4"	"EN"	31	"Male"	""	"Caucasian"	""	"Christianity"	""	"Somewhat religious"	"Unsure"	49	0	6	6	6	6	6	7	6	6	"3 Slightly Agree"	"2 Slightly Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"2 Slightly Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"2 Slightly Disagree"	2	2	2	6	6	6	"Conservative"	2	2	2	6	6	6	"Not at all"	"Pro choice"	"Pro gun"	""	""	""	""	"10000"	"1000000"	"10000000"	"infinite"	"none"	"0"	"1"	"7378156"	"reps"	45	6.125	"high"	3.50985221674877	2.45	1	2	6	2	1	"Not at all"	1	2	6
"1199"	"R_3G0xAktd2mAa3fa"	"EN"	61	"Male"	""	"Caucasian"	""	"Agnostic"	""	"Not at all religious"	"Unsure"	28	-13	2	2	2	2	2	2	3	2	"2 Slightly Disagree"	"4 Definitely Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"1 Definitely Disagree"	"2 Slightly Disagree"	"3 Slightly Agree"	"2 Slightly Disagree"	2	2	2	6	6	6	"Conservative"	2	2	2	6	6	6	"Not at all"	"Pro choice"	"Pro gun"	"1"	"1"	"1"	"1"	""	""	""	""	""	"0"	"0"	"5868803"	"reps"	46	2.125	"medium"	-0.490147783251231	0.75	1	2	6	2	1	"Not at all"	1	2	6
"342"	"R_RkwaYTrZBOZg3XX"	"EN"	54	"Male"	""	"Caucasian"	""	"Agnostic"	""	"Not at all religious"	"No, probably not"	47	-4	6	7	6	5	6	7	7	1	"4 Definitely Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"3 Slightly Agree"	"4 Definitely Agree"	"3 Slightly Agree"	"1 Definitely Disagree"	"1 Definitely Disagree"	"4 Definitely Agree"	"1 Definitely Disagree"	2	2	1	7	7	7	"Conservative"	2	1	1	7	7	7	"Not at all"	"Strongly pro choice"	"Strongly pro gun"	""	""	""	""	"infinite"	"infinite"	"infinite"	"infinite"	""	"0"	"1"	"1874757"	"reps"	47	5.625	"high"	3.00985221674877	2.15	1	1.66666666666667	7	1.33333333333333	1	"Not at all"	1	1.33333333333333	7
"1020"	"R_2SkPSoovqwDCcck"	"EN"	30	"Male"	""	"Caucasian"	""	"Christianity"	""	"Quite religious"	"Yes, definitely"	9	2	4	4	3	3	6	5	3	3	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"2 Slightly Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	5	4	3	4	3	3	"Conservative"	4	3	3	5	4	4	"To some extent"	"Strongly pro life"	"Strongly pro gun"	"50"	"50"	"25"	"10"	""	""	""	""	""	"0"	"0"	"4000125"	"reps"	48	3.875	"high"	1.25985221674877	0.55	1	4	3.33333333333333	4.33333333333333	1	"To some extent"	4	3.33333333333333	4.33333333333333
"1274"	"R_tQcdemSbOKX5IVr"	"EN"	50	"Male"	""	"Caucasian"	""	"Atheist"	""	"Not at all religious"	"No, definitely not"	12	-11	2	1	2	2	2	2	2	1	"2 Slightly Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"4 Definitely Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"1 Definitely Disagree"	"1 Definitely Disagree"	"3 Slightly Agree"	"2 Slightly Disagree"	3	2	3	6	5	5	"Conservative"	4	2	2	6	6	6	"5"	"Strongly pro choice"	"Neutral"	""	""	""	""	"infinite"	"infinite"	"infinite"	"infinite"	""	"0"	"1"	"1492385"	"reps"	49	1.75	"medium"	-0.865147783251231	0.05	1	2.66666666666667	5.33333333333333	2.66666666666667	1	"5"	2	2.66666666666667	6
"495"	"R_1l4uXO7AgJfu6et"	"EN"	47	"Female"	""	"Caucasian"	""	"Christianity"	""	"Deeply religious"	"Yes, definitely"	50	50	4	4	4	4	5	4	4	3	"1 Definitely Disagree"	"2 Slightly Disagree"	"3 Slightly Agree"	"4 Definitely Agree"	"3 Slightly Agree"	"4 Definitely Agree"	"2 Slightly Disagree"	"1 Definitely Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	1	1	1	1	1	1	"Liberal"	1	1	1	1	1	1	"Not at all"	"Strongly pro life"	"Pro gun"	""	""	""	""	"infinite"	"infinite"	"infinite"	"infinite"	""	"1"	"1"	"8057714"	"reps"	50	4	"high"	1.38485221674877	5	1	1	1	4	-1	"Not at all"	1	1	1
"475"	"R_1H0rKQR8vr9jp3w"	"EN"	22	"Male"	""	"Caucasian"	""	"Christianity"	""	"Somewhat religious"	"Yes, probably"	11	14	1	2	3	1	1	1	1	2	"3 Slightly Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"3 Slightly Agree"	"4 Definitely Agree"	"3 Slightly Agree"	"2 Slightly Disagree"	"2 Slightly Disagree"	"4 Definitely Agree"	"1 Definitely Disagree"	3	4	4	6	6	7	"Conservative"	3	3	3	6	6	7	"Not at all"	"Neutral"	"Neutral"	""	""	""	""	"2"	"2"	"1"	"1"	""	"0"	"1"	"3898677"	"reps"	51	1.5	"low"	-1.11514778325123	1.25	1	3.66666666666667	6.33333333333333	2.66666666666667	1	"Not at all"	1	3	6.33333333333333
"314"	"R_3lN6vmTTnW8eXXr"	"EN"	36	"Female"	""	"Caucasian"	""	"Spiritual, but not affiliated with an organized religion"	""	"Not at all religious"	"Yes, definitely"	29	2	4	1	3	2	4	3	3	3	"3 Slightly Agree"	"2 Slightly Disagree"	"4 Definitely Agree"	"4 Definitely Agree"	"3 Slightly Agree"	"4 Definitely Agree"	"1 Definitely Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"2 Slightly Disagree"	2	3	3	6	6	6	"Conservative"	2	2	2	6	6	6	"6"	"Pro life"	"Pro gun"	""	""	""	""	"100000"	"infinite"	"infinite"	"500000"	""	"0"	"1"	"4449455"	"reps"	52	2.875	"medium"	0.259852216748769	1.55	1	2.66666666666667	6	2.33333333333333	1	"6"	3	2	6
"406"	"R_SQ4hWtgRtHtq8wx"	"EN"	71	"Male"	""	"Caucasian"	""	"Christianity"	""	"Deeply religious"	"Yes, definitely"	47	40	2	1	2	6	7	6	6	2	"1 Definitely Disagree"	"4 Definitely Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"1 Definitely Disagree"	"2 Slightly Disagree"	"2 Slightly Disagree"	"1 Definitely Disagree"	"1 Definitely Disagree"	"4 Definitely Agree"	1	3	1	7	7	7	"Liberal"	1	3	1	7	7	7	"Not at all"	"Strongly pro life"	"Strongly pro gun"	""	""	""	""	"5"	"100"	"10000"	"10000"	""	"1"	"1"	"2361505"	"reps"	53	4	"high"	1.38485221674877	4.35	1	1.66666666666667	7	1.33333333333333	-1	"Not at all"	1	1.66666666666667	7
"499"	"R_1Lh7t0DZOcyqfR6"	"EN"	34	"Male"	""	"Caucasian"	""	"Christianity"	""	"Somewhat religious"	"Yes, probably"	39	38	5	5	4	3	6	6	5	3	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"4 Definitely Agree"	"2 Slightly Disagree"	"2 Slightly Disagree"	"3 Slightly Agree"	"2 Slightly Disagree"	2	2	2	6	5	5	"Liberal"	3	2	3	6	5	5	"To some extent"	"Pro life"	"Pro gun"	"1"	"10"	"5"	"3"	""	""	""	""	""	"1"	"0"	"9225701"	"reps"	54	4.625	"high"	2.00985221674877	3.85	1	2	5.33333333333333	2.33333333333333	-1	"To some extent"	4	2.66666666666667	5.33333333333333
"541"	"R_zZSnfqHcwq2wDol"	"EN"	43	"Male"	""	"Caucasian"	""	"Christianity"	""	"Somewhat religious"	"Unsure"	28	3	3	4	3	2	4	2	2	2	"2 Slightly Disagree"	"2 Slightly Disagree"	"4 Definitely Agree"	"2 Slightly Disagree"	"3 Slightly Agree"	"4 Definitely Agree"	"2 Slightly Disagree"	"2 Slightly Disagree"	"3 Slightly Agree"	"1 Definitely Disagree"	2	2	1	6	3	6	"Liberal"	2	2	1	6	4	6	"Not at all"	"Pro choice"	"Strongly pro gun"	""	""	""	""	"infinite"	"infinite"	"infinite"	"infinite"	""	"1"	"1"	"839898"	"reps"	55	2.75	"medium"	0.134852216748769	1.55	1	1.66666666666667	5	2.33333333333333	-1	"Not at all"	1	1.66666666666667	5.33333333333333
"473"	"R_3MQX5L48u1kl0e8"	"EN"	31	"Female"	""	"Caucasian"	""	"Christianity"	""	"Somewhat religious"	"Yes, definitely"	26	4	3	1	2	4	4	3	3	3	"4 Definitely Agree"	"2 Slightly Disagree"	"4 Definitely Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"1 Definitely Disagree"	"4 Definitely Agree"	"4 Definitely Agree"	"1 Definitely Disagree"	2	3	2	6	6	6	"Liberal"	3	4	3	5	6	6	"Not at all"	"Pro choice"	"Pro gun"	""	""	""	""	"5"	"10"	"100"	"100"	"none"	"1"	"1"	"7505100"	"reps"	56	2.875	"medium"	0.259852216748769	1.5	1	2.33333333333333	6	2.16666666666667	-1	"Not at all"	1	3.33333333333333	5.66666666666667
"318"	"R_0NUNssqyAMeLNxT"	"EN"	29	"Male"	""	"Caucasian"	""	"Christianity"	""	"Somewhat religious"	"Yes, probably"	35	-17	5	4	4	3	7	5	6	5	"4 Definitely Agree"	"3 Slightly Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"2 Slightly Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"2 Slightly Disagree"	6	4	4	6	5	5	"Conservative"	5	5	4	6	6	5	"To some extent"	"Strongly pro choice"	"Pro gun"	"5"	"5000"	"1000"	"15"	""	""	""	""	""	"0"	"0"	"304547"	"reps"	57	4.875	"high"	2.25985221674877	0.9	1	4.66666666666667	5.33333333333333	3.66666666666667	1	"To some extent"	4	4.66666666666667	5.66666666666667
"553"	"R_T4LhHd16gAxcVdD"	"EN"	49	"Male"	""	"Caucasian"	""	"Christianity"	""	"Deeply religious"	"Yes, definitely"	50	50	5	4	4	2	6	7	7	1	"3 Slightly Agree"	"3 Slightly Agree"	"2 Slightly Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"2 Slightly Disagree"	"3 Slightly Agree"	"2 Slightly Disagree"	"3 Slightly Agree"	2	2	4	6	6	2	"Liberal"	2	3	4	6	5	5	"To some extent"	"Strongly pro life"	"Strongly pro gun"	"4 but I will never be in the right mind set to assess this because it is far fetched"	"4 again, cannot truly assess because this is nonsense"	"4 - just a random number. question is not assessable"	"4 once more, randomly chosen"	""	""	""	""	"As a conservative, I am not \"pro-gun\". I am pro-right to own and carry a gun. there is a big difference."	"1"	"0"	"5274220"	"reps"	58	4.5	"high"	1.88485221674877	5	1	2.66666666666667	4.66666666666667	3	-1	"To some extent"	4	3	5.33333333333333
"704"	"R_1dB9E9HzZxnfvlO"	"EN"	51	"Female"	""	"Caucasian"	""	"Christianity"	""	"Quite religious"	"Yes, definitely"	50	1	6	4	6	4	7	6	6	4	"2 Slightly Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"2 Slightly Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"2 Slightly Disagree"	2	1	2	6	6	6	"Liberal"	2	1	2	6	6	6	"Not at all"	"Pro choice"	"Pro gun"	"100"	"infinite"	"50000"	"1000000"	""	""	""	""	"Thank you"	"1"	"0"	"6273156"	"reps"	59	5.375	"high"	2.75985221674877	2.55	1	1.66666666666667	6	1.83333333333333	-1	"Not at all"	1	1.66666666666667	6
"338"	"R_1k1ZZMiQFjTazT2"	"EN"	42	"Male"	""	"Caucasian"	""	"Christianity"	""	"Quite religious"	"Yes, definitely"	-50	42	5	5	4	4	4	5	4	4	"3 Slightly Agree"	"2 Slightly Disagree"	"2 Slightly Disagree"	"2 Slightly Disagree"	"3 Slightly Agree"	"4 Definitely Agree"	"2 Slightly Disagree"	"2 Slightly Disagree"	"3 Slightly Agree"	"2 Slightly Disagree"	1	4	2	7	6	6	"Conservative"	2	4	2	7	6	6	"Not at all"	"Strongly pro life"	"Strongly pro gun"	"infinite"	"infinite"	"infinite"	"infinite"	""	""	""	""	""	"0"	"0"	"330857"	"reps"	60	4.375	"high"	1.75985221674877	-0.4	1	2.33333333333333	6.33333333333333	2	1	"Not at all"	1	2.66666666666667	6.33333333333333
"586"	"R_2zcnHoHYoc0SktB"	"EN"	29	"Male"	""	"Caucasian"	""	"Agnostic"	""	"Not at all religious"	"Yes, probably"	0	0	4	7	1	1	1	1	1	1	"1 Definitely Disagree"	"3 Slightly Agree"	"2 Slightly Disagree"	"3 Slightly Agree"	"1 Definitely Disagree"	"3 Slightly Agree"	"2 Slightly Disagree"	"2 Slightly Disagree"	"2 Slightly Disagree"	"4 Definitely Agree"	3	3	3	5	4	5	"Liberal"	5	3	4	5	2	3	"To some extent"	"Strongly pro choice"	"Strongly anti gun"	"infinite"	"infinite"	"10"	"5"	""	""	""	""	""	"1"	"0"	"7707370"	"reps"	61	2.125	"medium"	-0.490147783251231	0	1	3	4.66666666666667	3.16666666666667	-1	"To some extent"	4	4	3.33333333333333
"1094"	"R_3salVTnbe2oTxKA"	"EN"	48	"Female"	""	"Caucasian"	""	"Other"	"Baptist"	"Somewhat religious"	"Yes, probably"	16	16	3	4	4	3	6	6	4	3	"3 Slightly Agree"	"2 Slightly Disagree"	"3 Slightly Agree"	"2 Slightly Disagree"	"4 Definitely Agree"	"4 Definitely Agree"	"2 Slightly Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	5	4	3	6	5	5	"Conservative"	5	5	4	5	3	5	""	"Pro life"	"Pro gun"	""	""	""	""	"0"	"0"	"0"	"0"	""	"0"	"1"	"1049162"	"reps"	62	4.125	"high"	1.50985221674877	1.6	1	4	5.33333333333333	3.33333333333333	1	""	5	4.66666666666667	4.33333333333333
"1091"	"R_1C9HsXSwg6s25Ff"	"EN"	35	"Female"	""	"Caucasian"	""	"Christianity"	""	"Deeply religious"	"Yes, definitely"	50	50	4	1	2	2	2	2	4	2	"3 Slightly Agree"	"2 Slightly Disagree"	"4 Definitely Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"1 Definitely Disagree"	"2 Slightly Disagree"	"3 Slightly Agree"	"1 Definitely Disagree"	1	1	1	7	7	7	"Conservative"	1	1	1	7	7	7	"Not at all"	"Strongly pro life"	"Strongly pro gun"	""	""	""	""	"0"	"0"	"0"	"0"	""	"0"	"1"	"4260133"	"reps"	63	2.375	"medium"	-0.240147783251231	5	1	1	7	1	1	"Not at all"	1	1	7
"308"	"R_VQZXqVxNxdMo5EZ"	"EN"	39	"Male"	""	"Caucasian"	""	"Christianity"	""	"Somewhat religious"	"Yes, definitely"	-50	-50	2	1	2	2	4	2	2	2	"3 Slightly Agree"	"4 Definitely Agree"	"2 Slightly Disagree"	"2 Slightly Disagree"	"4 Definitely Agree"	"3 Slightly Agree"	"1 Definitely Disagree"	"3 Slightly Agree"	"4 Definitely Agree"	"1 Definitely Disagree"	2	2	2	7	7	7	"Liberal"	1	2	2	7	7	7	"Not at all"	"Pro life"	"Pro gun"	"25"	"50"	"5"	"2"	""	""	""	""	""	"1"	"0"	"3011006"	"reps"	64	2.125	"medium"	-0.490147783251231	-5	1	2	7	1.5	-1	"Not at all"	1	1.66666666666667	7
"481"	"R_3HMndRuFFWdGpk7"	"EN"	35	"Female"	""	"Caucasian"	""	"Christianity"	""	"Somewhat religious"	"Yes, definitely"	22	10	3	2	2	2	3	3	3	2	"4 Definitely Agree"	"4 Definitely Agree"	"3 Slightly Agree"	"4 Definitely Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"2 Slightly Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	3	3	3	5	5	5	"Liberal"	3	3	3	5	5	5	"5"	"Pro choice"	"Pro gun"	"100"	"infinite"	"10"	"infinite"	""	""	""	""	""	"1"	"0"	"7641780"	"reps"	65	2.5	"medium"	-0.115147783251231	1.6	1	3	5	3	-1	"5"	2	3	5
"871"	"R_1oF0c26gB3HLVZu"	"EN"	33	"Female"	""	"Caucasian"	""	"Spiritual, but not affiliated with an organized religion"	""	"Quite religious"	"Yes, definitely"	6	-9	7	7	4	4	7	7	7	6	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"2 Slightly Disagree"	"4 Definitely Agree"	"4 Definitely Agree"	"1 Definitely Disagree"	"4 Definitely Agree"	"4 Definitely Agree"	"1 Definitely Disagree"	2	1	1	7	6	6	"Conservative"	2	2	2	6	6	6	"Not at all"	"Pro choice"	"Pro gun"	""	""	""	""	"infinite"	"infinite"	"infinite"	"infinite"	""	"0"	"1"	"9058607"	"reps"	66	6.125	"high"	3.50985221674877	-0.15	1	1.33333333333333	6.33333333333333	1.5	1	"Not at all"	1	2	6
"1328"	"R_PBwexQqssKQDtjb"	"EN"	22	"Male"	""	"Caucasian"	""	"Christianity"	""	"Not at all religious"	"Unsure"	30	4	5	4	5	3	6	3	3	4	"2 Slightly Disagree"	"4 Definitely Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"4 Definitely Agree"	"1 Definitely Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"2 Slightly Disagree"	3	2	2	6	6	6	"Conservative"	2	1	1	6	6	6	"5"	"Pro life"	"Pro gun"	""	""	""	""	"infinite"	"1000"	"infinite"	"infinite"	""	"0"	"1"	"5775952"	"reps"	67	4.125	"high"	1.50985221674877	1.7	1	2.33333333333333	6	2.16666666666667	1	"5"	2	1.33333333333333	6
